GEOID,coverage_gap_score,region,transport_gap,transport_defined,building_gap,building_defined,poi_gap,poi_defined,poi_gap_fire,poi_defined_fire,poi_gap_ems,poi_defined_ems,poi_gap_schools,poi_defined_schools,poi_gap_cbp,poi_defined_cbp
40013795600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.8,True,0.0,False,0.0,True,0.0,True
40013795700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.75,True,1.0,True,0.0,True,0.0,True
40013795900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40013796002,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.666667,True,0.0,False,0.0,True,0.0,True
40013796003,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.666667,True,0.0,True
40013796004,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40013796101,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40013796102,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40013796200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40013796300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40013796400,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,True,0.0,True,0.0,True
40013796500,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40013796600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,True,0.5,True,0.0,True
40015161601,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40015161602,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.8,True,0.0,False,0.0,True,0.0,True
40015161700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40015161800,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.333333,True,0.0,False,0.0,True,0.0,True
40015161900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40015162000,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40015162101,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40015162102,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40015162200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,1.0,True,0.333333,True,0.0,True
40015162300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,1.0,True,0.0,True,0.0,True
40017300100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40017300201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40017300202,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40017300300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017300400,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,False,0.0,True
40017300500,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.333333,True,0.0,True
40017300600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017300701,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017300702,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40017300802,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40017300803,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40017300804,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017300805,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017300806,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,1.0,True,0.0,True
40017300901,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017300902,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40017300904,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017300905,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301001,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301003,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301006,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301010,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301011,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40017301012,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301013,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301014,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301015,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40017301202,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301301,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40017301302,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301406,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301407,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301408,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40017301409,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40017301410,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,False,0.0,True
40019892100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40019892200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40019892301,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40019892302,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,1.0,True,0.0,True,0.0,True
40019892400,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40019892501,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40019892502,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40019892601,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40019892602,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40019892700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.25,True,0.0,True
40019892801,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40019892802,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,False,0.0,True
40019892900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,True,0.0,True,0.0,True
40019893001,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40019893002,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40019893100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40021977600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.666667,True,0.0,False,0.5,True,0.0,True
40021977701,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40021977702,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.333333,True,0.0,False,0.0,True,0.0,True
40021977801,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40021977802,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40021977901,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,False,0.0,True
40021977902,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40021978000,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40021978100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40021978201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.666667,True,0.0,False,0.0,True,0.0,True
40021978202,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40021978301,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40021978302,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,1.0,True,0.0,True,0.0,True
40023966900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.333333,True,0.0,True
40023967000,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40023967100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,True,0.0,True,0.0,True
40023967200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40023967300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.4,True,0.0,True
40027200100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027200200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40027200300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200400,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200500,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200602,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200603,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200604,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027200800,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027200900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,1.0,True,0.0,True,0.0,True
40027201000,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027201102,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201103,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201104,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201202,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201204,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027201205,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201302,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201303,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201403,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201404,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201405,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027201505,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027201508,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201509,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027201511,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201512,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201513,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,1.0,True,0.0,True
40027201514,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201602,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201603,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,1.0,True,0.0,True,0.0,True
40027201604,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201607,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201609,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201610,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027201611,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201612,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027201801,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201802,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201902,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027201903,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027201904,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027202002,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202004,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202005,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202006,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027202007,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202008,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027202102,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202104,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027202105,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202106,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202107,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027202201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027202203,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202205,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202207,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027202208,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40027202301,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202302,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40027202403,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027202404,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,False,0.0,True
40027202405,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,False,0.0,True
40027202406,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202407,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,False,0.0,True
40027202501,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40027202502,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40027202600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40029388100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,True,0.0,True
40029388200,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.5,True,0.0,True
40031000100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000200,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031000300,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.5,True,0.0,True
40031000402,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031000403,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031000404,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000405,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000503,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000504,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031000505,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000506,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031000600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031000700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031000800,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031000900,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031001000,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031001100,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031001400,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031001500,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,True,0.0,True,0.0,True
40031001600,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
40031001700,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031001901,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031001902,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031002001,0.058436,eastern-ok,0.111771,False,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,True,0.0,True
40031002003,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.666667,True,0.0,False,0.0,False,0.0,True
40031002004,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40031002005,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,1.0,True,0.0,False,0.0,True,0.0,True
40031002101,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031002102,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031002201,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,False,0.0,True
40031002202,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.5,True,0.0,False,0.0,False,0.0,True
40031002301,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,0.0,False,0.0,True,0.0,True
40031002302,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,True,1.0,True,0.0,True,0.0,True
40031002401,0.058436,eastern-ok,0.111771,True,0.005601,True,0.051414,True,0.0,False,0.0,False,0.0,False,0.0,True
